filer_lastname,filer_firstname,filer_office,office_first_name,office_middle_name,office_last_name,report_title,reporting_year,begin_travel_date,end_travel_date,date_received,transaction_date,num_pages,doc_url,file_name,source,id,date_of_birth,gender,party,state,notes,is_member,document_link
CRAIG,HALIE,"TOOMEY, PAT",PAT,NA,TOOMEY,Employee Reimbursed Travel,2022,2022-09-29,2022-09-30,2022-10-12,2022-10-13,15,https://giftrule-disclosure.senate.gov/media/2022/uBiMdKaCU6rNyNdD9l51w.pdf,uBiMdKaCU6rNyNdD9l51w.pdf,2023-03-02,T000461,1961-11-17,M,R,PA,NA,FALSE,https://www.documentcloud.org/documents/24577474-ubimdkacu6rnyndd9l51w
CRAIG,HALIE,"TOOMEY, PAT",PAT,NA,TOOMEY,Employee Reimbursed Travel,2022,2022-05-05,2022-05-06,2022-05-31,2022-05-31,10,https://giftrule-disclosure.senate.gov/media/2022/IhbXKChagkmZtfsz8MH1Iw.pdf,IhbXKChagkmZtfsz8MH1Iw.pdf,2023-03-02,T000461,1961-11-17,M,R,PA,NA,FALSE,https://www.documentcloud.org/documents/24577247-ihbxkchagkmztfsz8mh1iw
GRANTZ,BRAD,"TOOMEY, PAT",PAT,NA,TOOMEY,Employee Reimbursed Travel,2022,2022-09-29,2022-09-30,2022-10-14,2022-10-19,16,https://giftrule-disclosure.senate.gov/media/2022/MD2Cp8Ffk2xxnWOIwcKSw.pdf,MD2Cp8Ffk2xxnWOIwcKSw.pdf,2023-03-02,T000461,1961-11-17,M,R,PA,NA,FALSE,https://www.documentcloud.org/documents/24577324-md2cp8ffk2xxnwoiwcksw
PAKULA,JORDAN,"TOOMEY, PAT",PAT,NA,TOOMEY,Employee Reimbursed Travel,2022,2022-10-10,2022-10-15,2022-10-31,2022-10-31,36,https://giftrule-disclosure.senate.gov/media/2022/atRnCDRwEZfsCK0Kqlw.pdf,atRnCDRwEZfsCK0Kqlw.pdf,2023-09-21,T000461,1961-11-17,M,R,PA,NA,FALSE,https://www.documentcloud.org/documents/24577087-atrncdrwezfsck0kqlw
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2022,2022-08-26,2022-08-28,2022-09-27,2022-09-27,12,https://giftrule-disclosure.senate.gov/media/2022/vudQ5W5xE0iyzXGD25kVfw.pdf,vudQ5W5xE0iyzXGD25kVfw.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24375405-vudq5w5xe0iyzxgd25kvfw
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2022,2022-04-19,2022-04-22,2022-05-17,2022-05-17,24,https://giftrule-disclosure.senate.gov/media/2022/HDoBkUjf10mvBZE3UJI5g.pdf,HDoBkUjf10mvBZE3UJI5g.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24577224-hdobkujf10mvbze3uji5g
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2023,2022-08-26,2022-08-28,2023-03-03,2023-03-06,3,https://giftrule-disclosure.senate.gov/media/2023/myNe9RHm0yjWgEMsgcFw.pdf,myNe9RHm0yjWgEMsgcFw.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24577337-myne9rhm0yjwgemsgcfw
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2023,2023-05-19,2023-05-19,2023-06-20,2023-06-21,33,https://giftrule-disclosure.senate.gov/media/2023/qgixA8l9xkG9ayHTFBHqrw.pdf,qgixA8l9xkG9ayHTFBHqrw.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24577410-qgixa8l9xkg9ayhtfbhqrw
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2023,2023-03-16,2023-03-18,2023-05-18,2023-05-18,14,https://giftrule-disclosure.senate.gov/media/2023/xpOXuiwDuEyn78hEzmrww.pdf,xpOXuiwDuEyn78hEzmrww.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24375464-xpoxuiwdueyn78hezmrww
BHAT,PRERNA,"WARREN, ELIZABETH",ELIZABETH,NA,WARREN,Employee Reimbursed Travel,2023,2023-03-16,2023-03-19,2023-09-29,2023-09-29,10,https://giftrule-disclosure.senate.gov/media/2023/gAO0pOfVkGdcR8zXj62ow.pdf,gAO0pOfVkGdcR8zXj62ow.pdf,2023-10-25,W000817,1949-06-22,F,D,MA,NA,FALSE,https://www.documentcloud.org/documents/24374781-gao0pofvkgdcr8zxj62ow
LEWIS,CHRISTINE,"BARRASSO, JOHN",JOHN,NA,BARRASSO,Employee Reimbursed Travel,2023,2023-10-12,2023-10-13,2023-11-09,2023-11-09,13,https://giftrule-disclosure.senate.gov/media/2023/P5VfNlbACEaqFyJ8KfRcMQ.pdf,P5VfNlbACEaqFyJ8KfRcMQ.pdf,2023-12-06,B001261,1952-07-21,M,R,WY,NA,FALSE,https://www.documentcloud.org/documents/24375127-p5vfnlbaceaqfyj8kfrcmq
CHESTNUT TUTOR,ANNIE,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2023,2023-10-27,2023-10-29,2023-11-21,2023-11-27,16,https://giftrule-disclosure.senate.gov/media/2023/WZBLNnhi90uH6FN0UbyMg.pdf,WZBLNnhi90uH6FN0UbyMg.pdf,2023-12-26,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24375443-wzblnnhi90uh6fn0ubymg
BURTON JR,ALTON,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2022,2022-08-14,2022-08-16,2022-09-02,2022-09-02,16,https://giftrule-disclosure.senate.gov/media/2022/lGGMFlukCgbed17K9YPA.pdf,lGGMFlukCgbed17K9YPA.pdf,2024-03-03,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24577300-lggmflukcgbed17k9ypa
BURTON JR,ALTON,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2023,2023-08-20,2023-08-22,2023-11-21,2023-11-27,29,https://giftrule-disclosure.senate.gov/media/2023/SxVKuBduT0STucX44sVvaQ.pdf,SxVKuBduT0STucX44sVvaQ.pdf,2024-03-03,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24375280-sxvkubdut0stucx44svvaq
BURTON JR,ALTON,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2023,2023-08-02,2023-08-04,2023-09-06,2023-09-07,24,https://giftrule-disclosure.senate.gov/media/2023/bWeM7YYJMUu3XtIQYa1dtg.pdf,bWeM7YYJMUu3XtIQYa1dtg.pdf,2024-03-03,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24374609-bwem7yyjmuu3xtiqya1dtg
BURTON JR,ALTON,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2023,2023-08-20,2023-08-23,2023-09-06,2023-09-07,28,https://giftrule-disclosure.senate.gov/media/2023/PiHLk3OQDkOO9781p8ujHg.pdf,PiHLk3OQDkOO9781p8ujHg.pdf,2024-03-03,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24375146-pihlk3oqdkoo9781p8ujhg
HANLEY,THOMAS,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2022,2022-08-28,2022-09-03,2022-09-26,2022-09-26,34,https://giftrule-disclosure.senate.gov/media/2022/LfpuRtuauUyb1U8JgepdQ.pdf,LfpuRtuauUyb1U8JgepdQ.pdf,2024-03-03,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24577298-lfpurtuauuyb1u8jgepdq
HANLEY,THOMAS,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2023,2022-08-28,2022-09-03,2023-04-10,2023-04-11,20,https://giftrule-disclosure.senate.gov/media/2023/DlKHD7JPeU6lRm6iFslfg.pdf,DlKHD7JPeU6lRm6iFslfg.pdf,2024-03-03,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24374667-dlkhd7jpeu6lrm6ifslfg
JOHNSON,KRISTEN,"COTTON, TOM",TOM,NA,COTTON,Employee Reimbursed Travel,2023,2023-08-14,2023-08-17,2023-08-28,2023-08-29,54,https://giftrule-disclosure.senate.gov/media/2023/03DujPXPpE6ia7uMrMut7Q.pdf,03DujPXPpE6ia7uMrMut7Q.pdf,2024-03-03,C001095,1977-05-13,M,R,AR,NA,FALSE,https://www.documentcloud.org/documents/24374322-03dujpxppe6ia7umrmut7q
LEVINSON,ROBERT,"BUTLER., LAPHONZA",LAPHONZA,NA,BUTLER,Employee Reimbursed Travel,2024,2024-02-09,2024-02-19,2024-03-26,2024-03-26,33,https://giftrule-disclosure.senate.gov/media/2024/B0wZtAt6C0ujcYLJFwowaw.pdf,B0wZtAt6C0ujcYLJFwowaw.pdf,2024-04-01,NA,NA,NA,NA,NA,NA,FALSE,https://www.documentcloud.org/documents/24527302-b0wztat6c0ujcyljfwowaw
ABBOTT,STEVEN,"COLLINS, SUSAN",SUSAN,NA,COLLINS,Employee Reimbursed Travel,2022,2022-03-24,2022-03-26,2022-04-07,2022-04-08,17,https://giftrule-disclosure.senate.gov/media/2022/nj5PFubaWECSNQWCwBC63A.pdf,nj5PFubaWECSNQWCwBC63A.pdf,2024-04-01,C001035,1952-12-07,F,R,ME,NA,FALSE,https://www.documentcloud.org/documents/24577347-nj5pfubawecsnqwcwbc63a
ABBOTT,STEVEN,"COLLINS, SUSAN",SUSAN,NA,COLLINS,Employee Reimbursed Travel,2023,2023-04-27,2023-04-29,2023-05-16,2023-05-16,21,https://giftrule-disclosure.senate.gov/media/2023/Gu8ctTadEEawDvmk4PqQUQ.pdf,Gu8ctTadEEawDvmk4PqQUQ.pdf,2024-04-01,C001035,1952-12-07,F,R,ME,NA,FALSE,https://www.documentcloud.org/documents/24577216-gu8cttadeeawdvmk4pqquq
ABDELHAQ,YAZEED,"SCHUMER, CHUCK",CHUCK,NA,SCHUMER,Employee Reimbursed Travel,2022,2022-10-10,2022-10-15,2022-11-17,2022-11-17,40,https://giftrule-disclosure.senate.gov/media/2022/whrhxrx4W0GBAGPcXPt3Ng.pdf,whrhxrx4W0GBAGPcXPt3Ng.pdf,2024-04-01,S000148,1950-11-23,M,D,NY,NA,FALSE,https://www.documentcloud.org/documents/24577525-whrhxrx4w0gbagpcxpt3ng
ABRAMES,KATHERINE,"RISCH, JAMES E",JAMES,E,RISCH,Employee Reimbursed Travel,2021,2021-09-14,2021-09-19,2021-10-13,2021-10-19,20,https://giftrule-disclosure.senate.gov/media/2021/6YNJjlTH6U6468Kw8SBNcQ.pdf,6YNJjlTH6U6468Kw8SBNcQ.pdf,2024-04-01,R000584,1943-05-03,M,R,ID,NA,FALSE,https://www.documentcloud.org/documents/24374458-6ynjjlth6u6468kw8sbncq
ABRAMES,KATHERINE,"RISCH, JAMES E",JAMES,E,RISCH,Employee Reimbursed Travel,2022,2021-09-14,2021-09-19,2022-03-11,2022-03-16,2,https://giftrule-disclosure.senate.gov/media/2022/3IpdgpAVTUCzMB53SVp2g.pdf,3IpdgpAVTUCzMB53SVp2g.pdf,2024-04-01,R000584,1943-05-03,M,R,ID,NA,FALSE,https://www.documentcloud.org/documents/24577006-3ipdgpavtuczmb53svp2g
ADAM,RYAN,"TILLIS, THOM",THOM,NA,TILLIS,Employee Reimbursed Travel,2022,2022-09-29,2022-09-30,2022-10-24,2022-10-24,14,https://giftrule-disclosure.senate.gov/media/2022/rxtvrrCV0KWZa3efrA0iQ.pdf,rxtvrrCV0KWZa3efrA0iQ.pdf,2024-04-01,T000476,1960-08-30,M,R,NC,NA,FALSE,https://www.documentcloud.org/documents/24577443-rxtvrrcv0kwza3efra0iq
ADAM,RYAN,"TILLIS, THOM",THOM,NA,TILLIS,Employee Reimbursed Travel,2023,2022-09-29,2022-09-30,2023-06-09,2023-06-09,3,https://giftrule-disclosure.senate.gov/media/2023/GI6rUdiozEC6yXdpvru0tw.pdf,GI6rUdiozEC6yXdpvru0tw.pdf,2024-04-01,T000476,1960-08-30,M,R,NC,NA,FALSE,https://www.documentcloud.org/documents/24374792-gi6rudiozec6yxdpvru0tw
ADAME,JON,"BLACKBURN, MARSHA",MARSHA,NA,BLACKBURN,Employee Reimbursed Travel,2023,2022-10-26,2022-10-28,2023-06-06,2023-06-06,19,https://giftrule-disclosure.senate.gov/media/2023/3nk0xtFa0OptPgP1WgMng.pdf,3nk0xtFa0OptPgP1WgMng.pdf,2024-04-01,B001243,1952-06-06,F,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24374392-3nk0xtfa0optpgp1wgmng
AGNEW,C.W. LUCAS,"SHELBY, RICHARD",RICHARD,NA,SHELBY,Employee Reimbursed Travel,2022,2022-11-09,2022-11-14,2022-12-12,2022-12-12,21,https://giftrule-disclosure.senate.gov/media/2022/8avlfULvIUm2ZY12wHg7Gw.pdf,8avlfULvIUm2ZY12wHg7Gw.pdf,2024-04-01,S000320,1934-05-06,M,R,AL,NA,FALSE,https://www.documentcloud.org/documents/24577039-8avlfulvium2zy12whg7gw
AHERN,ROBERT,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2022,2022-05-06,2022-05-09,2022-06-08,2022-06-09,25,https://giftrule-disclosure.senate.gov/media/2022/VJOytGw08EKpKTZMcOgcFg.pdf,VJOytGw08EKpKTZMcOgcFg.pdf,2024-04-01,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24577501-vjoytgw08ekpktzmcogcfg
ALBER,ALEXIS,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2022,2022-06-22,2022-06-24,2022-07-14,2022-07-14,11,https://giftrule-disclosure.senate.gov/media/2022/MpvfmNbA0UqunHc1ROw2BA.pdf,MpvfmNbA0UqunHc1ROw2BA.pdf,2024-04-01,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24577331-mpvfmnba0uqunhc1row2ba
ALBER,ALEXIS,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2023,2022-06-22,2022-06-24,2023-02-14,2023-02-15,3,https://giftrule-disclosure.senate.gov/media/2023/4k4sK1px027S7SdNtBanA.pdf,4k4sK1px027S7SdNtBanA.pdf,2024-04-01,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24577013-4k4sk1px027s7sdntbana
AL-ERYANI,AUSAN,"KAINE, TIM",TIM,NA,KAINE,Employee Reimbursed Travel,2022,2022-08-07,2022-08-11,2022-09-12,2022-09-12,26,https://giftrule-disclosure.senate.gov/media/2022/TjW90798lEODoSD7VIydNg.pdf,TjW90798lEODoSD7VIydNg.pdf,2024-04-01,K000384,1958-02-26,M,D,VA,NA,FALSE,https://www.documentcloud.org/documents/24577461-tjw90798leodosd7viydng
ALTENDORF,JOHN,"HOEVEN, JOHN",JOHN,NA,HOEVEN,Employee Reimbursed Travel,2022,2022-08-30,2022-09-01,2022-09-09,2022-09-09,12,https://giftrule-disclosure.senate.gov/media/2022/BVkuX9LeKUGDp8p7book2A.pdf,BVkuX9LeKUGDp8p7book2A.pdf,2024-04-01,H001061,1957-03-13,M,R,ND,NA,FALSE,https://www.documentcloud.org/documents/24577111-bvkux9lekugdp8p7book2a
AMATOS,CHRISTINA,"BERRY, SONCERIA",SONCERIA,NA,BERRY,Employee Reimbursed Travel,2023,2023-04-27,2023-04-28,2023-05-11,2023-05-11,6,https://giftrule-disclosure.senate.gov/media/2023/Q5e3Pk79USQde1HyLWXg.pdf,Q5e3Pk79USQde1HyLWXg.pdf,2024-04-01,NA,NA,NA,NA,NA,NA,FALSE,https://www.documentcloud.org/documents/24375172-q5e3pk79usqde1hylwxg
AMATOS,CHRISTINA,"BERRY, SONCERIA",SONCERIA,NA,BERRY,Employee Reimbursed Travel,2023,2023-04-27,2023-04-28,2023-07-11,2023-07-11,12,https://giftrule-disclosure.senate.gov/media/2023/Bjavn7z1sk2JVoScUFytlw.pdf,Bjavn7z1sk2JVoScUFytlw.pdf,2024-04-01,NA,NA,NA,NA,NA,NA,FALSE,https://www.documentcloud.org/documents/24577104-bjavn7z1sk2jvoscufytlw
AMOATENG,BEATRICE,"CARDIN, BEN",BEN,NA,CARDIN,Employee Reimbursed Travel,2023,2023-05-19,2023-05-19,2023-06-15,2023-06-15,18,https://giftrule-disclosure.senate.gov/media/2023/HraZKp4gdEU57FFRRdw.pdf,HraZKp4gdEU57FFRRdw.pdf,2024-04-01,C000141,1943-10-05,M,D,MD,NA,FALSE,https://www.documentcloud.org/documents/24374841-hrazkp4gdeu57ffrrdw
ANDERSON,BRANDT,"YOUNG, TODD",TODD,NA,YOUNG,Employee Reimbursed Travel,2023,2022-12-08,2022-12-09,2023-02-06,2023-02-07,16,https://giftrule-disclosure.senate.gov/media/2023/5yDqHjgM6k21SKzHBlFiDA.pdf,5yDqHjgM6k21SKzHBlFiDA.pdf,2024-04-01,Y000064,1972-08-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24577025-5ydqhjgm6k21skzhblfida
ANDERSON,ROLLAND (RON),"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2023,2022-11-10,2022-11-12,2023-05-04,2023-05-05,4,https://giftrule-disclosure.senate.gov/media/2023/U2Tp02cbR0Wh9s4h6RapEQ.pdf,U2Tp02cbR0Wh9s4h6RapEQ.pdf,2024-04-01,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24375323-u2tp02cbr0wh9s4h6rapeq
ANDERSON,ROLLAND (RON),"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2023,2022-11-10,2022-11-12,2023-05-08,2023-05-08,9,https://giftrule-disclosure.senate.gov/media/2023/08k9gY7JeUKOF6R0JEbkOw.pdf,08k9gY7JeUKOF6R0JEbkOw.pdf,2024-04-01,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24374325-08k9gy7jeukof6r0jebkow
ANDEWEG,ERICA,"FISCHER, DEBRA",DEBRA,NA,FISCHER,Employee Reimbursed Travel,2022,2022-10-26,2022-10-28,2022-11-18,2022-11-18,6,https://giftrule-disclosure.senate.gov/media/2022/ZC21BtX0lkaLnlSOs0sWcA.pdf,ZC21BtX0lkaLnlSOs0sWcA.pdf,2024-04-01,F000463,1951-03-01,F,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24375545-zc21btx0lkalnlsos0swca
ANDEWEG,ERICA,"FISCHER, DEBRA",DEBRA,NA,FISCHER,Employee Reimbursed Travel,2023,2022-10-26,2022-10-28,2023-01-04,2023-01-05,4,https://giftrule-disclosure.senate.gov/media/2023/BxipCJhQYE6prywHmeWpg.pdf,BxipCJhQYE6prywHmeWpg.pdf,2024-04-01,F000463,1951-03-01,F,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24374612-bxipcjhqye6prywhmewpg
ANDEWEG,ERICA,"FISCHER, DEBRA",DEBRA,NA,FISCHER,Employee Reimbursed Travel,2023,2023-01-06,2023-01-08,2023-01-23,2023-01-23,21,https://giftrule-disclosure.senate.gov/media/2023/FQYVYuYH6Eyr5iEDvTpRsQ.pdf,FQYVYuYH6Eyr5iEDvTpRsQ.pdf,2024-04-01,F000463,1951-03-01,F,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24577197-fqyvyuyh6eyr5iedvtprsq
ANDEWEG,ERICA,"FISCHER, DEBRA",DEBRA,NA,FISCHER,Employee Reimbursed Travel,2024,2024-02-22,2024-02-23,2024-03-22,2024-03-22,20,https://giftrule-disclosure.senate.gov/media/2024/uChWt6hW0qOKdpcVx9cQ.pdf,uChWt6hW0qOKdpcVx9cQ.pdf,2024-04-01,F000463,1951-03-01,F,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24527347-uchwt6hw0qokdpcvx9cq
ANDRES,ROBERT,"SCHUMER, CHUCK",CHUCK,NA,SCHUMER,Employee Reimbursed Travel,2023,2022-09-19,2022-09-22,2023-06-27,2023-06-27,2,https://giftrule-disclosure.senate.gov/media/2023/U8fjMaaCESNlYtYyIIkwg.pdf,U8fjMaaCESNlYtYyIIkwg.pdf,2024-04-01,S000148,1950-11-23,M,D,NY,NA,FALSE,https://www.documentcloud.org/documents/24130121-u8fjmaacesnlytyyiikwg
ANGEL,MARGARITA,"DURBIN, RICHARD",RICHARD,NA,DURBIN,Employee Reimbursed Travel,2023,2023-02-23,2023-02-24,2023-04-17,2023-04-17,10,https://giftrule-disclosure.senate.gov/media/2023/VdrtG0ifrEWuASwquQKtVg.pdf,VdrtG0ifrEWuASwquQKtVg.pdf,2024-04-01,D000563,1944-11-21,M,D,IL,NA,FALSE,https://www.documentcloud.org/documents/24577497-vdrtg0ifrewuaswquqktvg
ANGEL,MARGARITA,"DURBIN, RICHARD",RICHARD,NA,DURBIN,Employee Reimbursed Travel,2023,2023-02-23,2023-02-24,2023-03-22,2023-03-22,19,https://giftrule-disclosure.senate.gov/media/2023/lSLmpnLDO0mvblsEdqAo1w.pdf,lSLmpnLDO0mvblsEdqAo1w.pdf,2024-04-01,D000563,1944-11-21,M,D,IL,NA,FALSE,https://www.documentcloud.org/documents/24577305-lslmpnldo0mvblsedqao1w
ANGUIANO,VIVIANN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2023-04-11,2023-04-12,2023-05-11,2023-05-11,22,https://giftrule-disclosure.senate.gov/media/2023/pWzZCOWz5EuC2puTGmGLrA.pdf,pWzZCOWz5EuC2puTGmGLrA.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24577400-pwzzcowz5euc2putgmglra
ANGUIANO,VIVIANN,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2023-04-12,2023-04-13,2023-05-11,2023-05-12,18,https://giftrule-disclosure.senate.gov/media/2023/V1iMJpjUUqyQFQutAfZlg.pdf,V1iMJpjUUqyQFQutAfZlg.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24577491-v1imjpjuuqyqfqutafzlg
ANYINEFA,KOSSI,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2023,2023-11-16,2023-11-18,2023-12-18,2023-12-18,14,https://giftrule-disclosure.senate.gov/media/2023/vD7o9U3Br0WvrZ1oI65qSw.pdf,vD7o9U3Br0WvrZ1oI65qSw.pdf,2024-04-01,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24375378-vd7o9u3br0wvrz1oi65qsw
ARCHEY,BAILEY,"HYDE-SMITH, CINDY",CINDY,NA,HYDE-SMITH,Employee Reimbursed Travel,2023,2023-10-27,2023-10-29,2023-11-27,2023-11-28,18,https://giftrule-disclosure.senate.gov/media/2023/yoOrUxCatE6YcMuYVrszAA.pdf,yoOrUxCatE6YcMuYVrszAA.pdf,2024-04-01,H001079,1959-05-10,F,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24375508-yooruxcate6ycmuyvrszaa
ARMENTROUT,CLAY,"BRITT, KATIE",KATIE,NA,BRITT,Employee Reimbursed Travel,2023,2023-04-27,2023-04-29,2023-05-30,2023-05-30,19,https://giftrule-disclosure.senate.gov/media/2023/auio0BsRh0aYsNVfKM5dQ.pdf,auio0BsRh0aYsNVfKM5dQ.pdf,2024-04-01,B001319,1982-02-02,F,R,AL,NA,FALSE,https://www.documentcloud.org/documents/24577089-auio0bsrh0aysnvfkm5dq
ASHLEY,ETHAN W,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2022,2022-06-22,2022-06-24,2022-07-07,2022-07-08,19,https://giftrule-disclosure.senate.gov/media/2022/v4rzQUtiXkGJjAhBJxSEQA.pdf,v4rzQUtiXkGJjAhBJxSEQA.pdf,2024-04-01,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24577493-v4rzqutixkgjjahbjxseqa
ASHLEY,ETHAN W,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2023,2022-06-22,2022-06-24,2023-02-01,2023-02-02,2,https://giftrule-disclosure.senate.gov/media/2023/dwa52QGxIkuBXEp3d4E92w.pdf,dwa52QGxIkuBXEp3d4E92w.pdf,2024-04-01,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24577163-dwa52qgxikubxep3d4e92w
ASHLEY,ETHAN W,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2024,2024-02-22,2024-02-23,2024-03-18,2024-03-18,22,https://giftrule-disclosure.senate.gov/media/2024/d9jLsjRAIkmNhVbN4tPntw.pdf,d9jLsjRAIkmNhVbN4tPntw.pdf,2024-04-01,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24527307-d9jlsjraikmnhvbn4tpntw
ATKINS,ABBY FRANCES,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-09-21,2021-09-21,14,https://giftrule-disclosure.senate.gov/media/2021/i39ktk87UWOcInitL9A.pdf,i39ktk87UWOcInitL9A.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24374856-i39ktk87uwocinitl9a
ATKINS,ABBY FRANCES,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2021,2021-09-10,2021-09-12,2021-12-14,2021-12-15,2,https://giftrule-disclosure.senate.gov/media/2021/R2LO1DWbvk6iZkQKDBDZAA.pdf,R2LO1DWbvk6iZkQKDBDZAA.pdf,2024-04-01,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130167-r2lo1dwbvk6izkqkdbdzaa
ATTIA,ESSAM,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2023,2023-08-07,2023-08-10,2023-08-18,2023-08-18,24,https://giftrule-disclosure.senate.gov/media/2023/D5g3B3LMkygx2joenLFLg.pdf,D5g3B3LMkygx2joenLFLg.pdf,2024-04-01,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24577146-d5g3b3lmkygx2joenlflg
AUSTIN,ARIA,"FETTERMAN, JOHN",JOHN,NA,FETTERMAN,Employee Reimbursed Travel,2023,2023-06-16,2023-06-16,2023-06-29,2023-06-30,34,https://giftrule-disclosure.senate.gov/media/2023/GB8egizUhUKBl4ZI7S9oEg.pdf,GB8egizUhUKBl4ZI7S9oEg.pdf,2024-04-01,F000479,1969-08-15,M,D,PA,NA,FALSE,https://www.documentcloud.org/documents/24577205-gb8egizuhukbl4zi7s9oeg
AUSTIN,ARIA,"FETTERMAN, JOHN",JOHN,NA,FETTERMAN,Employee Reimbursed Travel,2023,2023-09-07,2023-09-09,2023-10-05,2023-10-05,36,https://giftrule-disclosure.senate.gov/media/2023/b3eQwGk7LEi0GJox1BcU0Q.pdf,b3eQwGk7LEi0GJox1BcU0Q.pdf,2024-04-01,F000479,1969-08-15,M,D,PA,NA,FALSE,https://www.documentcloud.org/documents/24374571-b3eqwgk7lei0gjox1bcu0q
