filer_lastname,filer_firstname,filer_office,office_first_name,office_middle_name,office_last_name,report_title,reporting_year,begin_travel_date,end_travel_date,date_received,transaction_date,num_pages,doc_url,file_name,source,id,date_of_birth,gender,party,state,notes,is_member,document_link
BRERETON,CHARLES,"ALEXANDER, LAMAR",LAMAR,NA,ALEXANDER,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-10-31,2019-11-01,18,https://giftrule-disclosure.senate.gov/media/2019/DmqNHQ4DRkyGes0Gao02UQ.pdf,DmqNHQ4DRkyGes0Gao02UQ.pdf,2023-10-25,A000360,1940-07-03,M,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24130302-dmqnhq4drkyges0gao02uq
BURTON,LARRY,"SULLIVAN, DAN",DAN,NA,SULLIVAN,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-11-01,2019-11-06,2,https://giftrule-disclosure.senate.gov/media/2019/ugmlHcJelE6djCEUFEZKRg.pdf,ugmlHcJelE6djCEUFEZKRg.pdf,2023-10-25,S001198,1964-11-13,M,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130674-ugmlhcjele6djceufezkrg
CARLISLE,HOMER,"BROWN, SHERROD",SHERROD,NA,BROWN,Employee Reimbursed Travel,2019,2019-10-14,2019-10-15,2019-11-13,2019-11-15,10,https://giftrule-disclosure.senate.gov/media/2019/m8UvafD540C85BJNz2Hm4g.pdf,m8UvafD540C85BJNz2Hm4g.pdf,2023-10-25,B000944,1952-11-09,M,D,OH,NA,FALSE,https://www.documentcloud.org/documents/24130495-m8uvafd540c85bjnz2hm4g
CHESTNUT,ANNIE,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-11-04,2019-11-06,2019-11-15,2019-11-20,29,https://giftrule-disclosure.senate.gov/media/2019/guUMX1DUORpXvf9jxnw.pdf,guUMX1DUORpXvf9jxnw.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130157-guumx1duorpxvf9jxnw
CLINE,MEGHAN,"ROBERTS, PAT",PAT,NA,ROBERTS,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-11-07,2019-11-13,10,https://giftrule-disclosure.senate.gov/media/2019/ZRw4Xbcx0m79W2hQG7JA.pdf,ZRw4Xbcx0m79W2hQG7JA.pdf,2023-10-25,R000307,1936-04-20,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130489-zrw4xbcx0m79w2hqg7ja
COHEN,DARA,"ROSEN, JACKY",JACKY,NA,ROSEN,Employee Reimbursed Travel,2019,2019-09-01,2019-09-08,2019-10-29,2019-10-29,6,https://giftrule-disclosure.senate.gov/media/2019/IGJ1h4D8N0y2nyctFaUbWg.pdf,IGJ1h4D8N0y2nyctFaUbWg.pdf,2023-10-25,R000608,1957-08-02,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130592-igj1h4d8n0y2nyctfaubwg
COOK,MARY CATHERINE,"ALEXANDER, LAMAR",LAMAR,NA,ALEXANDER,Employee Reimbursed Travel,2019,2019-10-08,2019-10-09,2019-11-18,2019-11-20,16,https://giftrule-disclosure.senate.gov/media/2019/67YktDwnoUSXqCHOpkuyQ.pdf,67YktDwnoUSXqCHOpkuyQ.pdf,2023-10-25,A000360,1940-07-03,M,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24130336-67yktdwnousxqchopkuyq
DUBLER,GRANT,"ROSEN, JACKY",JACKY,NA,ROSEN,Employee Reimbursed Travel,2019,2019-09-01,2019-09-08,2019-10-29,2019-10-29,6,https://giftrule-disclosure.senate.gov/media/2019/MOcJSCiJkieKVyhTnpdPA.pdf,MOcJSCiJkieKVyhTnpdPA.pdf,2023-10-25,R000608,1957-08-02,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130590-mocjscijkiekvyhtnpdpa
DURAKOGLU,NAZ,"SHAHEEN, JEANNE",JEANNE,NA,SHAHEEN,Employee Reimbursed Travel,2019,2019-09-27,2019-09-29,2019-11-05,2019-11-06,7,https://giftrule-disclosure.senate.gov/media/2019/Ydshzn1pPEeZzlLw8TXFwQ.pdf,Ydshzn1pPEeZzlLw8TXFwQ.pdf,2023-10-25,S001181,1947-01-28,F,D,NH,NA,FALSE,https://www.documentcloud.org/documents/24130561-ydshzn1ppeezzllw8txfwq
EBERT,JORDAN JAMES,"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2019,2019-09-30,2019-10-02,2019-10-21,2019-10-22,4,https://giftrule-disclosure.senate.gov/media/2019/PzDbxGEvAES58OkiLZ01Q.pdf,PzDbxGEvAES58OkiLZ01Q.pdf,2023-10-25,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130603-pzdbxgevaes58okilz01q
FARRINGTON,SALLY,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-08-03,2019-08-10,2019-10-30,2019-11-01,3,https://giftrule-disclosure.senate.gov/media/2019/vjSEYFZYsE6z3sv5rhyHMA.pdf,vjSEYFZYsE6z3sv5rhyHMA.pdf,2023-10-25,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130611-vjseyfzyse6z3sv5rhyhma
FARRINGTON,SALLY,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-08-03,2019-08-10,2019-11-05,2019-11-06,2,https://giftrule-disclosure.senate.gov/media/2019/wPKNpjuJ6UO0b9EvkMq8w.pdf,wPKNpjuJ6UO0b9EvkMq8w.pdf,2023-10-25,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130661-wpknpjuj6uo0b9evkmq8w
FEIKES,ALLISON,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-08-06,2019-08-07,2019-10-29,2019-10-29,2,https://giftrule-disclosure.senate.gov/media/2019/vkRzXcUwuEmAwBltVZ8yPw.pdf,vkRzXcUwuEmAwBltVZ8yPw.pdf,2023-10-25,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130678-vkrzxcuwuemawbltvz8ypw
FEIKES,ALLISON,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-09-28,2019-10-05,2019-11-04,2019-11-06,16,https://giftrule-disclosure.senate.gov/media/2019/2ifFr2c00aLXVZtKbjxYQ.pdf,2ifFr2c00aLXVZtKbjxYQ.pdf,2023-10-25,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130373-2iffr2c00alxvztkbjxyq
FERGUSON,ANDREW,"GRAHAM, LINDSEY",LINDSEY,NA,GRAHAM,Employee Reimbursed Travel,2019,2019-07-07,2019-07-10,2019-11-05,2019-11-06,6,https://giftrule-disclosure.senate.gov/media/2019/cEG9rkT2L0yKi2zMBI7Sdg.pdf,cEG9rkT2L0yKi2zMBI7Sdg.pdf,2023-10-25,G000359,1955-07-09,M,R,SC,NA,FALSE,https://www.documentcloud.org/documents/24130581-ceg9rkt2l0yki2zmbi7sdg
FLYNN,MICHAEL,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-09-30,2019-10-01,2019-10-23,2019-10-25,13,https://giftrule-disclosure.senate.gov/media/2019/SjmTeHoPEKlFBlI2LhdTg.pdf,SjmTeHoPEKlFBlI2LhdTg.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130341-sjmtehopeklfbli2lhdtg
FLYNN,MICHAEL,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-09-30,2019-10-01,2019-11-08,2019-11-13,3,https://giftrule-disclosure.senate.gov/media/2019/nYQynvZUStsBMGR8cGhw.pdf,nYQynvZUStsBMGR8cGhw.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130630-nyqynvzustsbmgr8cghw
FOWLER,CAROL,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-09-27,2019-09-27,2019-10-24,2019-10-25,6,https://giftrule-disclosure.senate.gov/media/2019/TaFTMnkfS0YR41x9ZIJfw.pdf,TaFTMnkfS0YR41x9ZIJfw.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130580-taftmnkfs0yr41x9zijfw
GENTILE,KRISTEN,"CASEY, BOB",BOB,NA,CASEY,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-10-24,2019-10-25,2,https://giftrule-disclosure.senate.gov/media/2019/QCR1cldsykZDzD9fNX2g.pdf,QCR1cldsykZDzD9fNX2g.pdf,2023-10-25,C001070,1960-04-13,M,D,PA,NA,FALSE,https://www.documentcloud.org/documents/24130645-qcr1cldsykzdzd9fnx2g
GERIG,DANIEL,"DAINES, STEVE",STEVE,NA,DAINES,Employee Reimbursed Travel,2019,2019-10-06,2019-10-12,2019-11-07,2019-11-13,15,https://giftrule-disclosure.senate.gov/media/2019/fhCSQoH55EeH6sMgDJ3JiQ.pdf,fhCSQoH55EeH6sMgDJ3JiQ.pdf,2023-10-25,D000618,1962-08-20,M,R,MT,NA,FALSE,https://www.documentcloud.org/documents/24130310-fhcsqoh55eeh6smgdj3jiq
GRANNIS,DAVID,"FEINSTEIN, DIANNE",DIANNE,NA,FEINSTEIN,Employee Reimbursed Travel,2019,2019-09-13,2019-09-14,2019-10-28,2019-11-06,7,https://giftrule-disclosure.senate.gov/media/2019/jSFuBH2H0GevvXWz26FA.pdf,jSFuBH2H0GevvXWz26FA.pdf,2023-10-25,F000062,1933-06-22,F,D,CA,NA,FALSE,https://www.documentcloud.org/documents/24130569-jsfubh2h0gevvxwz26fa
GRISWOLD,BRIAN CHRISTOPHER,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-09-27,2019-09-28,2019-10-29,2019-10-29,8,https://giftrule-disclosure.senate.gov/media/2019/5XUTXE3Bl0eBrUJ66wDrw.pdf,5XUTXE3Bl0eBrUJ66wDrw.pdf,2023-10-25,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130556-5xutxe3bl0ebruj66wdrw
HENRY,MIKE,"KAINE, TIM",TIM,NA,KAINE,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-11-20,2019-11-22,2,https://giftrule-disclosure.senate.gov/media/2019/lVHwaxaGEiqf23infncIw.pdf,lVHwaxaGEiqf23infncIw.pdf,2023-10-25,K000384,1958-02-26,M,D,VA,NA,FALSE,https://www.documentcloud.org/documents/24130660-lvhwaxageiqf23infnciw
HILL,KYLE,"SCOTT, TIM",TIM,NA,SCOTT,Employee Reimbursed Travel,2019,2019-10-03,2019-10-04,2019-11-01,2019-11-06,17,https://giftrule-disclosure.senate.gov/media/2019/4ow7ewacD0qm3UxrGNxUXg.pdf,4ow7ewacD0qm3UxrGNxUXg.pdf,2023-10-25,S001184,1965-09-19,M,R,SC,NA,FALSE,https://www.documentcloud.org/documents/24130263-4ow7ewacd0qm3uxrgnxuxg
HOLMES,KEVIN,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2019,2019-10-03,2019-10-04,2019-11-01,2019-11-06,15,https://giftrule-disclosure.senate.gov/media/2019/82clcf9VEK8m4gaZZ7y2A.pdf,82clcf9VEK8m4gaZZ7y2A.pdf,2023-10-25,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130298-82clcf9vek8m4gazz7y2a
HUTCHINGS,ALLISON,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-11-05,2019-11-06,14,https://giftrule-disclosure.senate.gov/media/2019/3vZXvwF2HE6n34eXxyaA.pdf,3vZXvwF2HE6n34eXxyaA.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130331-3vzxvwf2he6n34exxyaa
ISAACSON,KENDRA,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-09-22,2019-09-23,2019-10-23,2019-10-25,15,https://giftrule-disclosure.senate.gov/media/2019/qna0R9SzdE2L2jaUtn82Sw.pdf,qna0R9SzdE2L2jaUtn82Sw.pdf,2023-10-25,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130296-qna0r9szde2l2jautn82sw
KELLEHER,BRIDGET,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2019,2019-10-13,2019-10-15,2019-11-22,2019-11-26,14,https://giftrule-disclosure.senate.gov/media/2019/21SIzngBHUGy7jeRQEbiGw.pdf,21SIzngBHUGy7jeRQEbiGw.pdf,2023-10-25,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130208-21sizngbhugy7jerqebigw
KIM,SUNMIN,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2019,2019-10-02,2019-10-04,2019-11-04,2019-11-06,29,https://giftrule-disclosure.senate.gov/media/2019/A006mjXMTEOxBLWSmtrCw.pdf,A006mjXMTEOxBLWSmtrCw.pdf,2023-10-25,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24130175-a006mjxmteoxblwsmtrcw
KISTENMACHER,NICHOLAS,"BLACKBURN, MARSHA",MARSHA,NA,BLACKBURN,Employee Reimbursed Travel,2019,2019-09-21,2019-09-28,2019-10-22,2019-10-25,27,https://giftrule-disclosure.senate.gov/media/2019/zhsvGj6DkG2FiruKQYbDQ.pdf,zhsvGj6DkG2FiruKQYbDQ.pdf,2023-10-25,B001243,1952-06-06,F,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24130198-zhsvgj6dkg2firukqybdq
LENAHAN,VIRGINIA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-08-21,2019-08-23,2019-11-15,2019-11-20,11,https://giftrule-disclosure.senate.gov/media/2019/qGQTAo7w2Um2YYHsPqJw1w.pdf,qGQTAo7w2Um2YYHsPqJw1w.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130467-qgqtao7w2um2yyhspqjw1w
LINGG,ANGELA,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-10-28,2019-10-29,19,https://giftrule-disclosure.senate.gov/media/2019/NYMbiuhpJESKqx2cJH0aUw.pdf,NYMbiuhpJESKqx2cJH0aUw.pdf,2023-10-25,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130335-nymbiuhpjeskqx2cjh0auw
LINGG,ANGELA,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-10-29,2019-10-29,2,https://giftrule-disclosure.senate.gov/media/2019/91mSR9iTzEOjWnYhiHZfg.pdf,91mSR9iTzEOjWnYhiHZfg.pdf,2023-10-25,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130697-91msr9itzeojwnyhihzfg
LINGG,ANGELA,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-11-06,2019-11-13,2,https://giftrule-disclosure.senate.gov/media/2019/zlZZ69KEqEC7vHPGYMiUw.pdf,zlZZ69KEqEC7vHPGYMiUw.pdf,2023-10-25,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130685-zlzz69keqec7vhpgymiuw
MARCHIONE,KARA,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-10-30,2019-11-01,19,https://giftrule-disclosure.senate.gov/media/2019/2fdbhRs460iqs069lCgL4Q.pdf,2fdbhRs460iqs069lCgL4Q.pdf,2023-10-25,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130274-2fdbhrs460iqs069lcgl4q
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-10-29,2019-11-01,18,https://giftrule-disclosure.senate.gov/media/2019/lPzv6emPEUC4wBbxu8VG5A.pdf,lPzv6emPEUC4wBbxu8VG5A.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130278-lpzv6empeuc4wbbxu8vg5a
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-11-19,2019-11-20,6,https://giftrule-disclosure.senate.gov/media/2019/s32OKvwaw0aneemW8En4A.pdf,s32OKvwaw0aneemW8En4A.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130577-s32okvwaw0aneemw8en4a
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-08,2019-10-10,2019-10-29,2019-11-01,17,https://giftrule-disclosure.senate.gov/media/2019/WzmpFscY0Q4GHo8VIBDg.pdf,WzmpFscY0Q4GHo8VIBDg.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130303-wzmpfscy0q4gho8vibdg
MULOPULOS,SAM,"PORTMAN, ROB",ROB,NA,PORTMAN,Employee Reimbursed Travel,2019,2019-09-27,2019-09-27,2019-10-25,2019-10-29,14,https://giftrule-disclosure.senate.gov/media/2019/7pYwXlHg3kKB3UUqIgGHQ.pdf,7pYwXlHg3kKB3UUqIgGHQ.pdf,2023-10-25,P000449,1955-12-19,M,R,OH,NA,FALSE,https://www.documentcloud.org/documents/24130368-7pywxlhg3kkb3uuqigghq
NATHANSON,REBECCA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2019,2019-10-08,2019-10-10,2019-10-29,2019-11-01,21,https://giftrule-disclosure.senate.gov/media/2019/LTNJNLzd0uHhKz6a0MPAg.pdf,LTNJNLzd0uHhKz6a0MPAg.pdf,2023-10-25,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130194-ltnjnlzd0uhhkz6a0mpag
ORDWAY,ROBERT,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-10-21,2019-10-22,22,https://giftrule-disclosure.senate.gov/media/2019/n2Q5ksIGzEieuxGcKct2w.pdf,n2Q5ksIGzEieuxGcKct2w.pdf,2023-10-25,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130222-n2q5ksigzeieuxgckct2w
ORDWAY,ROBERT,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-11-05,2019-11-06,3,https://giftrule-disclosure.senate.gov/media/2019/8RZ3XsBQGUqXbTAnyGOGOw.pdf,8RZ3XsBQGUqXbTAnyGOGOw.pdf,2023-10-25,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130632-8rz3xsbqguqxbtanygogow
PAVEL,JESSICA,"ROMNEY, MITT",MITT,NA,ROMNEY,Employee Reimbursed Travel,2019,2019-09-28,2019-10-05,2019-11-01,2019-11-06,20,https://giftrule-disclosure.senate.gov/media/2019/bhEGgpDuBEerC560dEFQw.pdf,bhEGgpDuBEerC560dEFQw.pdf,2023-10-25,R000615,1947-03-12,M,R,UT,NA,FALSE,https://www.documentcloud.org/documents/24130249-bheggpdubeerc560defqw
PAXTON,NATHAN,"KING, ANGUS",ANGUS,NA,KING,Employee Reimbursed Travel,2019,2019-09-27,2019-09-27,2019-10-29,2019-11-01,7,https://giftrule-disclosure.senate.gov/media/2019/U6OZ4M7PfkuHacf0udLF4w.pdf,U6OZ4M7PfkuHacf0udLF4w.pdf,2023-10-25,K000383,1944-03-31,M,ID,ME,NA,FALSE,https://www.documentcloud.org/documents/24130567-u6oz4m7pfkuhacf0udlf4w
PAXTON,NATHAN,"KING, ANGUS",ANGUS,NA,KING,Employee Reimbursed Travel,2019,2019-09-28,2019-10-05,2019-11-04,2019-11-06,16,https://giftrule-disclosure.senate.gov/media/2019/gLAHhfezckO8dSo3PuJCg.pdf,gLAHhfezckO8dSo3PuJCg.pdf,2023-10-25,K000383,1944-03-31,M,ID,ME,NA,FALSE,https://www.documentcloud.org/documents/24130366-glahhfezcko8dso3pujcg
PEREIRA,DANUTA,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-10-29,2019-11-01,22,https://giftrule-disclosure.senate.gov/media/2019/QoErGTuqbUy01TQHljF3pg.pdf,QoErGTuqbUy01TQHljF3pg.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130233-qoergtuqbuy01tqhljf3pg
PEREIRA,DANUTA,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2019,2019-10-09,2019-10-11,2019-11-06,2019-11-06,19,https://giftrule-disclosure.senate.gov/media/2019/RwAG7xnm0Uy4p08GPWcAA.pdf,RwAG7xnm0Uy4p08GPWcAA.pdf,2023-10-25,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130333-rwag7xnm0uy4p08gpwcaa
PETTIT,SYDNEY,"CAPITO, SHELLEY MOORE",SHELLEY,MOORE,CAPITO,Employee Reimbursed Travel,2019,2019-10-02,2019-10-04,2019-11-04,2019-11-06,20,https://giftrule-disclosure.senate.gov/media/2019/ajCk2H4eP06YPOWPVr2T8A.pdf,ajCk2H4eP06YPOWPVr2T8A.pdf,2023-10-25,C001047,1953-11-26,F,R,WV,NA,FALSE,https://www.documentcloud.org/documents/24130291-ajck2h4ep06ypowpvr2t8a
POULOS,BETHANY,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-09-28,2019-10-04,2019-10-28,2019-10-29,6,https://giftrule-disclosure.senate.gov/media/2019/Vh3fhvulpEugqSRLnCxCtQ.pdf,Vh3fhvulpEugqSRLnCxCtQ.pdf,2023-10-25,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130566-vh3fhvulpeugqsrlncxctq
POULOS,BETHANY,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2019,2019-08-18,2019-08-24,2019-11-15,2019-11-15,2,https://giftrule-disclosure.senate.gov/media/2019/oOzWI2x2E6xZalfpxz2A.pdf,oOzWI2x2E6xZalfpxz2A.pdf,2023-10-25,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130642-oozwi2x2e6xzalfpxz2a
QUINN,JAMES,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-11-05,2019-11-06,13,https://giftrule-disclosure.senate.gov/media/2019/SETS4FnkOEauuXXeLfbXXQ.pdf,SETS4FnkOEauuXXeLfbXXQ.pdf,2023-10-25,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130485-sets4fnkoeauuxxelfbxxq
QUINN,JAMES,"CASSIDY, BILL",BILL,NA,CASSIDY,Employee Reimbursed Travel,2019,2019-09-13,2019-09-14,2019-10-21,2019-10-22,3,https://giftrule-disclosure.senate.gov/media/2019/4DRESg7f0mZPGPOji869w.pdf,4DRESg7f0mZPGPOji869w.pdf,2023-10-25,C001075,1957-09-28,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130625-4dresg7f0mzpgpoji869w
RADY,MICHAEL,"BOOKER, CORY",CORY,NA,BOOKER,Employee Reimbursed Travel,2019,2019-10-08,2019-10-10,2019-11-04,2019-11-06,17,https://giftrule-disclosure.senate.gov/media/2019/HTvng0EgLEaxFB1bfyXbg.pdf,HTvng0EgLEaxFB1bfyXbg.pdf,2023-10-25,B001288,1969-04-27,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130323-htvng0egleaxfb1bfyxbg
RICH,STACY,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2019,2019-10-02,2019-10-03,2019-10-29,2019-11-01,18,https://giftrule-disclosure.senate.gov/media/2019/rhsfP3VUulbWy1ae39MA.pdf,rhsfP3VUulbWy1ae39MA.pdf,2023-10-25,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130201-rhsfp3vuulbwy1ae39ma
ROSEN,JACKY,"ROSEN, JACKY",JACKY,NA,ROSEN,Member Reimbursed Travel,2019,2019-09-01,2019-09-08,2019-10-29,2019-10-29,7,https://giftrule-disclosure.senate.gov/media/2019/ZLFALkfqkU2Svw5i9PUsQQ.pdf,ZLFALkfqkU2Svw5i9PUsQQ.pdf,2023-10-25,R000608,1957-08-02,F,D,NV,NA,TRUE,https://www.documentcloud.org/documents/24130570-zlfalkfqku2svw5i9pusqq
ROSENFELD,GABRIELLE,"SMITH, TINA",TINA,NA,SMITH,Employee Reimbursed Travel,2019,2019-08-28,2019-08-30,2019-11-19,2019-11-20,12,https://giftrule-disclosure.senate.gov/media/2019/WAieiyLrHUoBy9xUwSdQ.pdf,WAieiyLrHUoBy9xUwSdQ.pdf,2023-10-25,S001203,1958-03-04,F,D,MN,NA,FALSE,https://www.documentcloud.org/documents/24130415-waieiylrhuoby9xuwsdq
RUSSELL,TRICIA,"BOOKER, CORY",CORY,NA,BOOKER,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-10-23,2019-10-25,3,https://giftrule-disclosure.senate.gov/media/2019/dLtyxBzDT0afYd4pHkkvMw.pdf,dLtyxBzDT0afYd4pHkkvMw.pdf,2023-10-25,B001288,1969-04-27,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130618-dltyxbzdt0afyd4phkkvmw
RUSSELL,TRICIA,"BOOKER, CORY",CORY,NA,BOOKER,Employee Reimbursed Travel,2019,2019-09-13,2019-09-15,2019-11-08,2019-11-13,31,https://giftrule-disclosure.senate.gov/media/2019/ioJwQXet0YymjwhItIkw.pdf,ioJwQXet0YymjwhItIkw.pdf,2023-10-25,B001288,1969-04-27,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130165-iojwqxet0yymjwhitikw
SACHTJEN,ALEX,"THUNE, JOHN",JOHN,NA,THUNE,Employee Reimbursed Travel,2019,2019-10-21,2019-10-23,2019-10-29,2019-10-29,21,https://giftrule-disclosure.senate.gov/media/2019/esTo0cUcr0mbyhRRQk1xw.pdf,esTo0cUcr0mbyhRRQk1xw.pdf,2023-10-25,T000250,1961-01-07,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130241-esto0cucr0mbyhrrqk1xw
SACHTJEN,ALEX,"THUNE, JOHN",JOHN,NA,THUNE,Employee Reimbursed Travel,2019,2019-10-21,2019-10-22,2019-11-18,2019-11-20,2,https://giftrule-disclosure.senate.gov/media/2019/dJ6O3gtDBUGngDxN8EhwA.pdf,dJ6O3gtDBUGngDxN8EhwA.pdf,2023-10-25,T000250,1961-01-07,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130672-dj6o3gtdbugngdxn8ehwa
